"firstName","lastName","nationality","id","code","name","type","abbreviation","Label"
"Curtis","McElhinney","CAN",8470147,"G","Goalie","Goalie","G","Curtis McElhinney"
"Jonas","Johansson","SWE",8470150,"R","Right Wing","Forward","RW","Jonas Johansson"
"Jay","Bouwmeester","CAN",8470151,"D","Defenseman","Defenseman","D","Jay Bouwmeester"
"Joakim","Lindstrom","SWE",8470152,"C","Center","Forward","C","Joakim Lindstrom"
"Pierre-Marc","Bouchard","CAN",8470153,"C","Center","Forward","C","Pierre-Marc Bouchard"
"Joey","Crabb","USA",8470156,"R","Right Wing","Forward","RW","Joey Crabb"
"Boyd","Gordon","CAN",8470159,"C","Center","Forward","C","Boyd Gordon"
"Matt","Stajan","CAN",8470162,"C","Center","Forward","C","Matt Stajan"
"Matt","Foy","CAN",8470165,"R","Right Wing","Forward","RW","Matt Foy"
"Gregory","Campbell","CAN",8470169,"C","Center","Forward","C","Gregory Campbell"
"Ole-Kristian","Tollefsen","NOR",8470170,"D","Defenseman","Defenseman","D","Ole-Kristian Tollefsen"
"Max","Talbot","CAN",8470171,"C","Center","Forward","C","Max Talbot"
"Sean","Bergenheim","FIN",8470176,"L","Left Wing","Forward","LW","Sean Bergenheim"
"Eric","Nystrom","USA",8470180,"L","Left Wing","Forward","LW","Eric Nystrom"
"Jaroslav","Balastik","CZE",8470185,"L","Left Wing","Forward","LW","Jaroslav Balastik"
"Johnny","Boychuk","CAN",8470187,"D","Defenseman","Defenseman","D","Johnny Boychuk"
"David","Van Der Gulik","CAN",8470189,"L","Left Wing","Forward","LW","David Van Der Gulik"
"Steve","Eminger","CAN",8470192,"D","Defenseman","Defenseman","D","Steve Eminger"
"Barry","Tallackson","USA",8470199,"R","Right Wing","Forward","RW","Barry Tallackson"
"Jiri","Hudler","CZE",8470201,"R","Right Wing","Forward","RW","Jiri Hudler"
"Greg","Mauldin","USA",8470203,"L","Left Wing","Forward","LW","Greg Mauldin"
"Joffrey","Lupul","CAN",8470207,"L","Left Wing","Forward","LW","Joffrey Lupul"
"Joey","Mormina","CAN",8470208,"D","Defenseman","Defenseman","D","Joey Mormina"
"Josh","Harding","CAN",8470216,"G","Goalie","Goalie","G","Josh Harding"
"James","Wisniewski","USA",8470222,"D","Defenseman","Defenseman","D","James Wisniewski"
"Yan","Stastny","USA",8470223,"C","Center","Forward","C","Yan Stastny"
"Ilkka","Pikkarainen","FIN",8470225,"R","Right Wing","Forward","RW","Ilkka Pikkarainen"
"Daniel","Paille","CAN",8470230,"L","Left Wing","Forward","LW","Daniel Paille"
"Kris","Newbury","CAN",8470232,"C","Center","Forward","C","Kris Newbury"
"Matt","Ellison","CAN",8470244,"R","Right Wing","Forward","RW","Matt Ellison"
"Petr","Taticek","CZE",8470248,"C","Center","Forward","C","Petr Taticek"
"Alexander","Steen","SWE",8470257,"L","Left Wing","Forward","LW","Alexander Steen"
"David","Leneveu","CAN",8470263,"G","Goalie","Goalie","G","David Leneveu"
"Barry","Brust","CAN",8470264,"G","Goalie","Goalie","G","Barry Brust"
"Anton","Babchuk","UKR",8470265,"D","Defenseman","Defenseman","D","Anton Babchuk"
"Tobias","Stephan","CHE",8470266,"G","Goalie","Goalie","G","Tobias Stephan"
"Alexei","Kaigorodov","RUS",8470267,"C","Center","Forward","C","Alexei Kaigorodov"
"Denis","Grebeshkov","RUS",8470268,"D","Defenseman","Defenseman","D","Denis Grebeshkov"
"Ian","White","CAN",8470273,"D","Defenseman","Defenseman","D","Ian White"
"Chris","Higgins","USA",8470274,"L","Left Wing","Forward","LW","Chris Higgins"
"Ben","Eager","CAN",8470280,"L","Left Wing","Forward","LW","Ben Eager"
"Duncan","Keith","CAN",8470281,"D","Defenseman","Defenseman","D","Duncan Keith"
"Jarkko","Immonen","FIN",8470282,"C","Center","Forward","C","Jarkko Immonen"
"Tim","Brent","CAN",8470283,"C","Center","Forward","C","Tim Brent"
"Jim","Slater","USA",8470289,"C","Center","Forward","C","Jim Slater"
"DJ","King","CAN",8470294,"L","Left Wing","Forward","LW","DJ King"
"Connor","James","CAN",8470295,"L","Left Wing","Forward","LW","Connor James"
"Erik","Christensen","CAN",8470299,"C","Center","Forward","C","Erik Christensen"
"Andre","Deveaux","BHS",8470301,"C","Center","Forward","C","Andre Deveaux"
"Patrick","Dwyer","USA",8470302,"R","Right Wing","Forward","RW","Patrick Dwyer"
"Rob","Globke","USA",8470305,"R","Right Wing","Forward","RW","Rob Globke"
"Ryan","Whitney","USA",8470309,"D","Defenseman","Defenseman","D","Ryan Whitney"
"Aaron","Rome","CAN",8470310,"D","Defenseman","Defenseman","D","Aaron Rome"
"Nate","Guenin","USA",8470317,"D","Defenseman","Defenseman","D","Nate Guenin"
"Jonathan","Ericsson","SWE",8470318,"D","Defenseman","Defenseman","D","Jonathan Ericsson"
"Cam","Ward","CAN",8470320,"G","Goalie","Goalie","G","Cam Ward"
"Patrick","Rissmiller","USA",8470321,"L","Left Wing","Forward","LW","Patrick Rissmiller"
"Josh","Gorges","CAN",8470324,"D","Defenseman","Defenseman","D","Josh Gorges"
"Chris","Campoli","CAN",8470329,"D","Defenseman","Defenseman","D","Chris Campoli"
"Mike","Glumac","CAN",8470330,"C","Center","Forward","C","Mike Glumac"
"Alexander","Brooks","USA",8470335,"D","Defenseman","Defenseman","D","Alexander Brooks"
"Carsen","Germyn","CAN",8470336,"C","Center","Forward","C","Carsen Germyn"
"Jesse","Schultz","CAN",8470343,"R","Right Wing","Forward","RW","Jesse Schultz"
"Richie","Regehr","CAN",8470346,"D","Defenseman","Defenseman","D","Richie Regehr"
"Alexandre","Burrows","CAN",8470358,"R","Right Wing","Forward","RW","Alexandre Burrows"
"Martin","St Pierre","CAN",8470366,"C","Center","Forward","C","Martin St Pierre"
"Charles","Linglet","CAN",8470370,"L","Left Wing","Forward","LW","Charles Linglet"
"Jeff","Hamilton","USA",8470373,"C","Center","Forward","C","Jeff Hamilton"
"Patrick","Thoresen","NOR",8470375,"L","Left Wing","Forward","LW","Patrick Thoresen"
"Andre","Benoit","CAN",8470378,"D","Defenseman","Defenseman","D","Andre Benoit"
"Chris","Minard","CAN",8470383,"L","Left Wing","Forward","LW","Chris Minard"
"Nathan","Robinson","CAN",8470418,"L","Left Wing","Forward","LW","Nathan Robinson"
"Yutaka","Fukufuji","JPN",8470534,"G","Goalie","Goalie","G","Yutaka Fukufuji"
"Chris","Kunitz","CAN",8470543,"L","Left Wing","Forward","LW","Chris Kunitz"
"Peter","Sejna","SVK",8470549,"L","Left Wing","Forward","LW","Peter Sejna"
"Joe","Motzko","USA",8470564,"R","Right Wing","Forward","RW","Joe Motzko"
"Grant","Stevenson","CAN",8470574,"C","Center","Forward","C","Grant Stevenson"
"Tom","Preissing","USA",8470575,"D","Defenseman","Defenseman","D","Tom Preissing"
"Freddy","Meyer","USA",8470578,"D","Defenseman","Defenseman","D","Freddy Meyer"
"Jed","Ortmeyer","USA",8470580,"R","Right Wing","Forward","RW","Jed Ortmeyer"
"Wade","Dubielewicz","CAN",8470584,"G","Goalie","Goalie","G","Wade Dubielewicz"
"Marc-Andre","Fleury","CAN",8470594,"G","Goalie","Goalie","G","Marc-Andre Fleury"
"Eric","Staal","CAN",8470595,"C","Center","Forward","C","Eric Staal"
"Nathan","Horton","CAN",8470596,"R","Right Wing","Forward","RW","Nathan Horton"
"Nikolay","Zherdev","RUS",8470597,"R","Right Wing","Forward","RW","Nikolay Zherdev"
"Thomas","Vanek","AUT",8470598,"L","Left Wing","Forward","LW","Thomas Vanek"
"Milan","Michalek","CZE",8470599,"L","Left Wing","Forward","LW","Milan Michalek"
"Ryan","Suter","USA",8470600,"D","Defenseman","Defenseman","D","Ryan Suter"
"Braydon","Coburn","CAN",8470601,"D","Defenseman","Defenseman","D","Braydon Coburn"
"Dion","Phaneuf","CAN",8470602,"D","Defenseman","Defenseman","D","Dion Phaneuf"
"Andrei","Kostitsyn","BLR",8470603,"L","Left Wing","Forward","LW","Andrei Kostitsyn"
"Jeff","Carter","CAN",8470604,"C","Center","Forward","C","Jeff Carter"
"Hugh","Jessiman","USA",8470605,"R","Right Wing","Forward","RW","Hugh Jessiman"
"Dustin","Brown","USA",8470606,"L","Left Wing","Forward","LW","Dustin Brown"
"Brent","Seabrook","CAN",8470607,"D","Defenseman","Defenseman","D","Brent Seabrook"
"Robert","Nilsson","SWE",8470608,"C","Center","Forward","C","Robert Nilsson"
"Steve","Bernier","CAN",8470609,"R","Right Wing","Forward","RW","Steve Bernier"
"Zach","Parise","USA",8470610,"L","Left Wing","Forward","LW","Zach Parise"
"Eric","Fehr","CAN",8470611,"C","Center","Forward","C","Eric Fehr"
"Ryan","Getzlaf","CAN",8470612,"C","Center","Forward","C","Ryan Getzlaf"
"Brent","Burns","CAN",8470613,"D","Defenseman","Defenseman","D","Brent Burns"
"Mark","Stuart","USA",8470614,"D","Defenseman","Defenseman","D","Mark Stuart"
"Marc-Antoine","Pouliot","CAN",8470615,"C","Center","Forward","C","Marc-Antoine Pouliot"
"Ryan","Kesler","USA",8470616,"C","Center","Forward","C","Ryan Kesler"
"Mike","Richards","CAN",8470617,"C","Center","Forward","C","Mike Richards"
"Anthony","Stewart","CAN",8470618,"R","Right Wing","Forward","RW","Anthony Stewart"
"Brian","Boyle","USA",8470619,"C","Center","Forward","C","Brian Boyle"
"Jeff","Tambellini","CAN",8470620,"L","Left Wing","Forward","LW","Jeff Tambellini"
"Corey","Perry","CAN",8470621,"R","Right Wing","Forward","RW","Corey Perry"
"Patrick","Eaves","USA",8470622,"R","Right Wing","Forward","RW","Patrick Eaves"
"Shawn","Belle","CAN",8470623,"D","Defenseman","Defenseman","D","Shawn Belle"
"Danny","Richmond","USA",8470624,"D","Defenseman","Defenseman","D","Danny Richmond"
"Ryan","Stone","CAN",8470625,"C","Center","Forward","C","Ryan Stone"
"Loui","Eriksson","SWE",8470626,"L","Left Wing","Forward","LW","Loui Eriksson"
"Vojtech","Polak","CZE",8470629,"L","Left Wing","Forward","LW","Vojtech Polak"
"Kevin","Klein","CAN",8470630,"D","Defenseman","Defenseman","D","Kevin Klein"
"Kamil","Kreps","CZE",8470631,"C","Center","Forward","C","Kamil Kreps"
"Tim","Ramholt","CHE",8470632,"D","Defenseman","Defenseman","D","Tim Ramholt"
"Matt","Smaby","USA",8470634,"D","Defenseman","Defenseman","D","Matt Smaby"
"Petr","Vrana","CZE",8470635,"L","Left Wing","Forward","LW","Petr Vrana"
"Josh","Hennessy","USA",8470636,"C","Center","Forward","C","Josh Hennessy"
"Konstantin","Pushkarev","KAZ",8470637,"R","Right Wing","Forward","RW","Konstantin Pushkarev"
"Patrice","Bergeron","CAN",8470638,"C","Center","Forward","C","Patrice Bergeron"
"Dan","Fritsche","USA",8470639,"C","Center","Forward","C","Dan Fritsche"
"Matt","Carle","USA",8470640,"D","Defenseman","Defenseman","D","Matt Carle"
"Shea","Weber","CAN",8470642,"D","Defenseman","Defenseman","D","Shea Weber"
"Ivan","Baranka","SVK",8470643,"D","Defenseman","Defenseman","D","Ivan Baranka"
"Colin","McDonald","USA",8470644,"R","Right Wing","Forward","RW","Colin McDonald"
"Corey","Crawford","CAN",8470645,"G","Goalie","Goalie","G","Corey Crawford"
"B.J.","Crombeen","USA",8470647,"R","Right Wing","Forward","RW","B.J. Crombeen"
"Stefan","Meyer","CAN",8470648,"L","Left Wing","Forward","LW","Stefan Meyer"
"Patrick","O'Sullivan","USA",8470649,"C","Center","Forward","C","Patrick O'Sullivan"
"Jeremy","Colliton","CAN",8470651,"C","Center","Forward","C","Jeremy Colliton"
"Michal","Barinka","CZE",8470652,"D","Defenseman","Defenseman","D","Michal Barinka"
"Maxim","Lapierre","CAN",8470654,"C","Center","Forward","C","Maxim Lapierre"
"David","Backes","USA",8470655,"R","Right Wing","Forward","RW","David Backes"
"David","Liffiton","CAN",8470656,"D","Defenseman","Defenseman","D","David Liffiton"
"Jimmy","Howard","USA",8470657,"G","Goalie","Goalie","G","Jimmy Howard"
"Masi","Marjamaki","FIN",8470659,"L","Left Wing","Forward","LW","Masi Marjamaki"
"Jean-Francois","Jacques","CAN",8470661,"L","Left Wing","Forward","LW","Jean-Francois Jacques"
"Colin","Fraser","CAN",8470662,"C","Center","Forward","C","Colin Fraser"
"Jonathan","Filewich","CAN",8470663,"R","Right Wing","Forward","RW","Jonathan Filewich"
"Daniel","Carcillo","CAN",8470666,"L","Left Wing","Forward","LW","Daniel Carcillo"
"Clarke","MacArthur","CAN",8470667,"L","Left Wing","Forward","LW","Clarke MacArthur"
"Danny","Irmen","USA",8470671,"C","Center","Forward","C","Danny Irmen"
"Ryan","O'Byrne","CAN",8470672,"D","Defenseman","Defenseman","D","Ryan O'Byrne"
"Stefan","Ruzicka","SVK",8470674,"R","Right Wing","Forward","RW","Stefan Ruzicka"
"Alexandre","Picard","CAN",8470678,"D","Defenseman","Defenseman","D","Alexandre Picard"
"Ryan","Potulny","USA",8470680,"C","Center","Forward","C","Ryan Potulny"
"Zack","Fitzgerald","USA",8470681,"D","Defenseman","Defenseman","D","Zack Fitzgerald"
"Alexander","Sulzer","DEU",8470685,"D","Defenseman","Defenseman","D","Alexander Sulzer"
"Zack","Stortini","CAN",8470687,"R","Right Wing","Forward","RW","Zack Stortini"
"Philippe","Dupuis","CAN",8470697,"C","Center","Forward","C","Philippe Dupuis"
"Martin","Lojek","CZE",8470698,"D","Defenseman","Defenseman","D","Martin Lojek"
"Jan","Hejda","CZE",8470699,"D","Defenseman","Defenseman","D","Jan Hejda"
"Byron","Bitz","CAN",8470700,"R","Right Wing","Forward","RW","Byron Bitz"
"Jamie","Tardif","CAN",8470704,"R","Right Wing","Forward","RW","Jamie Tardif"
"Corey","Locke","CAN",8470705,"C","Center","Forward","C","Corey Locke"
"Guillaume","Desbiens","CAN",8470708,"R","Right Wing","Forward","RW","Guillaume Desbiens"
"Paul","Bissonnette","CAN",8470713,"L","Left Wing","Forward","LW","Paul Bissonnette"
"Corey","Potter","USA",8470714,"D","Defenseman","Defenseman","D","Corey Potter"
"Alexandre","Bolduc","CAN",8470719,"C","Center","Forward","C","Alexandre Bolduc"
"Kyle","Quincey","CAN",8470724,"D","Defenseman","Defenseman","D","Kyle Quincey"
"Tyson","Strachan","CAN",8470729,"D","Defenseman","Defenseman","D","Tyson Strachan"
"Greg","Moore","USA",8470735,"R","Right Wing","Forward","RW","Greg Moore"
"Brett","Sterling","USA",8470737,"L","Left Wing","Forward","LW","Brett Sterling"
"Lee","Stempniak","USA",8470740,"R","Right Wing","Forward","RW","Lee Stempniak"
"Nigel","Dawes","CAN",8470741,"L","Left Wing","Forward","LW","Nigel Dawes"
"Lasse","Kukkonen","FIN",8470743,"D","Defenseman","Defenseman","D","Lasse Kukkonen"
"Brady","Murray","USA",8470744,"L","Left Wing","Forward","LW","Brady Murray"
"John","Mitchell","CAN",8470750,"C","Center","Forward","C","John Mitchell"
"Chris","Beckford-Tseu","CAN",8470751,"G","Goalie","Goalie","G","Chris Beckford-Tseu"
"Brad","Richardson","CAN",8470755,"R","Right Wing","Forward","RW","Brad Richardson"
"Marc","Methot","CAN",8470760,"D","Defenseman","Defenseman","D","Marc Methot"
"Chris","Holt","CAN",8470772,"G","Goalie","Goalie","G","Chris Holt"
"Bruno","Gervais","CAN",8470774,"D","Defenseman","Defenseman","D","Bruno Gervais"
"Nate","Thompson","USA",8470775,"C","Center","Forward","C","Nate Thompson"
"Francis","Wathier","CAN",8470777,"L","Left Wing","Forward","LW","Francis Wathier"
"Drew","Miller","USA",8470778,"L","Left Wing","Forward","LW","Drew Miller"
"Mark","Flood","CAN",8470780,"D","Defenseman","Defenseman","D","Mark Flood"
"Doug","O'Brien","CAN",8470784,"D","Defenseman","Defenseman","D","Doug O'Brien"
"Drew","Bagnall","CAN",8470787,"D","Defenseman","Defenseman","D","Drew Bagnall"
"Joe","Pavelski","USA",8470794,"C","Center","Forward","C","Joe Pavelski"
"Dylan","Reese","USA",8470798,"D","Defenseman","Defenseman","D","Dylan Reese"
"Mike","Brodeur","CAN",8470800,"G","Goalie","Goalie","G","Mike Brodeur"
"Kyle","Brodziak","CAN",8470803,"C","Center","Forward","C","Kyle Brodziak"
"Mathieu","Roy","CAN",8470804,"D","Defenseman","Defenseman","D","Mathieu Roy"
"Jeremy","Williams","CAN",8470809,"R","Right Wing","Forward","RW","Jeremy Williams"
"Gerald","Coleman","USA",8470813,"G","Goalie","Goalie","G","Gerald Coleman"
"Jay","Rosehill","CAN",8470816,"L","Left Wing","Forward","LW","Jay Rosehill"
"Matt","Zaba","CAN",8470820,"G","Goalie","Goalie","G","Matt Zaba"
"Joe","Jensen","USA",8470821,"C","Center","Forward","C","Joe Jensen"
"Toby","Enstrom","SWE",8470828,"D","Defenseman","Defenseman","D","Toby Enstrom"
"Dustin","Byfuglien","USA",8470834,"D","Defenseman","Defenseman","D","Dustin Byfuglien"
"Andrew","Joudrey","CAN",8470838,"C","Center","Forward","C","Andrew Joudrey"
"Shane","O'Brien","CAN",8470839,"D","Defenseman","Defenseman","D","Shane O'Brien"
"Nathan","McIver","CAN",8470843,"D","Defenseman","Defenseman","D","Nathan McIver"
"Joey","Tenute","CAN",8470850,"C","Center","Forward","C","Joey Tenute"
"Matt","Moulson","CAN",8470852,"L","Left Wing","Forward","LW","Matt Moulson"
"Tanner","Glass","CAN",8470854,"L","Left Wing","Forward","LW","Tanner Glass"
"Jaroslav","Halak","SVK",8470860,"G","Goalie","Goalie","G","Jaroslav Halak"
"Troy","Bodie","CAN",8470867,"R","Right Wing","Forward","RW","Troy Bodie"
"Chris","Porter","CAN",8470871,"L","Left Wing","Forward","LW","Chris Porter"
"Nick","Tarnasky","CAN",8470876,"L","Left Wing","Forward","LW","Nick Tarnasky"
"David","Jones","CAN",8470877,"R","Right Wing","Forward","RW","David Jones"
"Brian","Elliott","CAN",8470880,"G","Goalie","Goalie","G","Brian Elliott"
"Geoff","Platt","CAN",8470882,"C","Center","Forward","C","Geoff Platt"
"Clayton","Stoner","CAN",8470886,"D","Defenseman","Defenseman","D","Clayton Stoner"
"Steve","MacIntyre","CAN",8470896,"L","Left Wing","Forward","LW","Steve MacIntyre"
"Triston","Grant","CAN",8470899,"L","Left Wing","Forward","LW","Triston Grant"
"Randy","Jones","CAN",8470905,"D","Defenseman","Defenseman","D","Randy Jones"
"David","Clarkson","CAN",8470920,"R","Right Wing","Forward","RW","David Clarkson"
"Patrick","Coulombe","CAN",8470935,"D","Defenseman","Defenseman","D","Patrick Coulombe"
"Kevin","Doell","CAN",8470937,"C","Center","Forward","C","Kevin Doell"
"Mark","Giordano","CAN",8470966,"D","Defenseman","Defenseman","D","Mark Giordano"
"Drew","Larman","USA",8470970,"C","Center","Forward","C","Drew Larman"
"Darryl","Boyce","CAN",8470986,"C","Center","Forward","C","Darryl Boyce"
"Bryan","Rodney","CAN",8470988,"D","Defenseman","Defenseman","D","Bryan Rodney"
"Danny","Syvret","CAN",8470996,"D","Defenseman","Defenseman","D","Danny Syvret"
"Aaron","MacKenzie","CAN",8471004,"D","Defenseman","Defenseman","D","Aaron MacKenzie"
"Garrett","Stafford","USA",8471011,"D","Defenseman","Defenseman","D","Garrett Stafford"
"Curtis","Glencross","CAN",8471185,"L","Left Wing","Forward","LW","Curtis Glencross"
"Yann","Danis","CAN",8471186,"G","Goalie","Goalie","G","Yann Danis"
"Brett","Lebda","USA",8471187,"D","Defenseman","Defenseman","D","Brett Lebda"
"Andy","Wozniewski","USA",8471188,"D","Defenseman","Defenseman","D","Andy Wozniewski"
"Prestin","Ryan","CAN",8471200,"D","Defenseman","Defenseman","D","Prestin Ryan"
"Junior","Lessard","CAN",8471206,"R","Right Wing","Forward","RW","Junior Lessard"
"Dustin","Penner","CAN",8471208,"R","Right Wing","Forward","RW","Dustin Penner"
"Alex","Ovechkin","RUS",8471214,"L","Left Wing","Forward","LW","Alex Ovechkin"
"Evgeni","Malkin","RUS",8471215,"C","Center","Forward","C","Evgeni Malkin"
"Cam","Barker","CAN",8471216,"D","Defenseman","Defenseman","D","Cam Barker"
"Andrew","Ladd","CAN",8471217,"L","Left Wing","Forward","LW","Andrew Ladd"
"Blake","Wheeler","USA",8471218,"R","Right Wing","Forward","RW","Blake Wheeler"
"Al","Montoya","USA",8471219,"G","Goalie","Goalie","G","Al Montoya"
"Rostislav","Olesz","CZE",8471220,"L","Left Wing","Forward","LW","Rostislav Olesz"
"Alexandre","Picard","CAN",8471221,"L","Left Wing","Forward","LW","Alexandre Picard"
"Ladislav","Smid","CZE",8471222,"D","Defenseman","Defenseman","D","Ladislav Smid"
"Boris","Valabik","SVK",8471223,"D","Defenseman","Defenseman","D","Boris Valabik"
"Lauri","Tukonen","FIN",8471224,"R","Right Wing","Forward","RW","Lauri Tukonen"
"Drew","Stafford","USA",8471226,"R","Right Wing","Forward","RW","Drew Stafford"
"Devan","Dubnyk","CAN",8471227,"G","Goalie","Goalie","G","Devan Dubnyk"
"Alexander","Radulov","RUS",8471228,"R","Right Wing","Forward","RW","Alexander Radulov"
"Petteri","Nokelainen","FIN",8471229,"C","Center","Forward","C","Petteri Nokelainen"
"Marek","Schwarz","CZE",8471230,"G","Goalie","Goalie","G","Marek Schwarz"
"Kyle","Chipchura","CAN",8471231,"C","Center","Forward","C","Kyle Chipchura"
"Lauri","Korpikoski","FIN",8471232,"L","Left Wing","Forward","LW","Lauri Korpikoski"
"Travis","Zajac","CAN",8471233,"C","Center","Forward","C","Travis Zajac"
"Wojtek","Wolski","CAN",8471234,"L","Left Wing","Forward","LW","Wojtek Wolski"
"Lukas","Kaspar","CZE",8471235,"L","Left Wing","Forward","LW","Lukas Kaspar"
"Andrej","Meszaros","SVK",8471236,"D","Defenseman","Defenseman","D","Andrej Meszaros"
"Kris","Chucko","CAN",8471237,"L","Left Wing","Forward","LW","Kris Chucko"
"Rob","Schremp","USA",8471238,"C","Center","Forward","C","Rob Schremp"
"Cory","Schneider","USA",8471239,"G","Goalie","Goalie","G","Cory Schneider"
"Jeff","Schultz","CAN",8471240,"D","Defenseman","Defenseman","D","Jeff Schultz"
